Function_name, Return_value, Cycles
mexp_no_blas, 6, 2.01084e+06
mexp_no_blas, 5, 2.34478e+06
mexp_no_blas, 4, 1.80548e+06
mexp_no_blas, 3, 1.28968e+06
mexp_no_blas, 2, 1.12957e+06
mexp_no_blas, 1, 999035
