Function_name, Return_value, Cycles
mexp_no_blas, 6, 1.04004e+07
mexp_no_blas, 5, 1.19359e+07
mexp_no_blas, 4, 1.00976e+07
mexp_no_blas, 3, 8.16817e+06
mexp_no_blas, 2, 7.53526e+06
mexp_no_blas, 1, 7.03145e+06
