Function_name, Return_value, Cycles
mexp_no_blas, 6, 508351
mexp_no_blas, 5, 450822
mexp_no_blas, 4, 424411
mexp_no_blas, 3, 270572
mexp_no_blas, 2, 223058
mexp_no_blas, 1, 175022
