Function_name, Return_value, Cycles
mexp_no_blas, 6, 4.59201e+10
mexp_no_blas, 5, 4.70958e+10
mexp_no_blas, 4, 4.61457e+10
mexp_no_blas, 3, 4.4415e+10
mexp_no_blas, 2, 4.43701e+10
mexp_no_blas, 1, 4.39731e+10
