Function_name, Return_value, Cycles
mexp_no_blas, 0, 8.52216e+07
mexp_no_blas, 0, 8.50444e+07
mexp_no_blas, 0, 8.50107e+07
mexp_no_blas, 0, 8.49883e+07
mexp_no_blas, 0, 8.50144e+07
mexp_no_blas, 0, 8.49916e+07
