Function_name, Return_value, Cycles
mexp_no_blas, 6, 2.97355e+10
mexp_no_blas, 5, 3.07895e+10
mexp_no_blas, 4, 2.97768e+10
mexp_no_blas, 3, 2.86958e+10
mexp_no_blas, 2, 2.82077e+10
mexp_no_blas, 1, 2.77166e+10
