Function_name, Return_value, Cycles
mexp_no_blas, 6, 115558
mexp_no_blas, 5, 116407
mexp_no_blas, 4, 115091
mexp_no_blas, 3, 56311.7
mexp_no_blas, 2, 33723.1
mexp_no_blas, 1, 19115.5
