Function_name, Return_value, Cycles
mexp_no_blas, 1, 10023
mexp_no_blas, 1, 10492.5
mexp_no_blas, 1, 9956.1
mexp_no_blas, 1, 9901.82
mexp_no_blas, 1, 9893.45
mexp_no_blas, 1, 9910.57
