Function_name, Return_value, Error, Cycles
mexp_model, 6, 3.05942e-14, 4.3796e+10
mexp_model, 5, 1.06707e-15, 4.11818e+10
mexp_model, 4, 2.98474e-15, 4.1301e+10
mexp_model, 3, 7.42822e-15, 3.66948e+10
mexp_model, 2, 8.1608e-15, 3.42228e+10
mexp_model, 1, 7.99334e-15, 3.29894e+10
