Function_name, Return_value, Error, Cycles
mexp_model, 6, 8.03687e-16, 101443
mexp_model, 5, 1.6017e-15, 126401
mexp_model, 4, 2.14304e-16, 131624
mexp_model, 3, 3.81608e-16, 66921.2
mexp_model, 2, 6.38879e-16, 51000.7
mexp_model, 1, 4.44076e-16, 42074.6
