Function_name, Return_value, Error, Cycles
mexp_model, 6, 1.57337e-14, 5.29926e+09
mexp_model, 5, 3.49491e-15, 4.98955e+09
mexp_model, 4, 2.30551e-15, 4.89422e+09
mexp_model, 3, 4.7474e-15, 4.2334e+09
mexp_model, 2, 5.79596e-15, 3.8165e+09
mexp_model, 1, 5.77297e-15, 3.62484e+09
