Function_name, Return_value, Error, Cycles
mexp_model, 6, 6.78539e-15, 59278.3
mexp_model, 5, 6.49214e-16, 60447.2
mexp_model, 4, 3.43441e-16, 57452.3
mexp_model, 3, 8.34649e-17, 38391.4
mexp_model, 2, 1.06972e-16, 28253.1
mexp_model, 1, 2.22038e-16, 22955.2
