Function_name, Return_value, Error, Cycles
mexp_model, 6, 9.83969e-15, 5.30556e+08
mexp_model, 5, 8.3279e-16, 4.87567e+08
mexp_model, 4, 1.44635e-15, 4.75e+08
mexp_model, 3, 3.52232e-15, 3.79425e+08
mexp_model, 2, 4.83584e-15, 3.13487e+08
mexp_model, 1, 3.99667e-15, 2.94285e+08
