Function_name, Return_value, Cycles
mexp_no_blas, 6, 18709.3
mexp_no_blas, 5, 24726.9
mexp_no_blas, 4, 18191.7
mexp_no_blas, 3, 15336.5
mexp_no_blas, 2, 14568.9
mexp_no_blas, 1, 13949.7
