Function_name, Return_value, Cycles
mexp_no_blas, 6, 51051.4
mexp_no_blas, 5, 64189.1
mexp_no_blas, 4, 50570.4
mexp_no_blas, 3, 47775.6
mexp_no_blas, 2, 45574.9
mexp_no_blas, 1, 44665
