Function_name, Return_value, Cycles
mexp_no_blas, 6, 1.27013e+07
mexp_no_blas, 5, 1.42753e+07
mexp_no_blas, 4, 1.27151e+07
mexp_no_blas, 3, 1.28709e+07
mexp_no_blas, 2, 1.26784e+07
mexp_no_blas, 1, 1.25041e+07
