Function_name, Return_value, Cycles
mexp_no_blas, 6, 5.10764e+07
mexp_no_blas, 5, 4.67883e+07
mexp_no_blas, 4, 5.10488e+07
mexp_no_blas, 3, 3.72308e+07
mexp_no_blas, 2, 3.29216e+07
mexp_no_blas, 1, 2.97568e+07
