Function_name, Return_value, Cycles
mexp_no_blas, 6, 1.99873e+06
mexp_no_blas, 5, 2.00926e+06
mexp_no_blas, 4, 1.9954e+06
mexp_no_blas, 3, 1.20168e+06
mexp_no_blas, 2, 961295
mexp_no_blas, 1, 778063
