Function_name, Return_value, Cycles
mexp_no_blas, 6, 7.73499e+09
mexp_no_blas, 5, 8.75477e+09
mexp_no_blas, 4, 8.70963e+09
mexp_no_blas, 3, 8.44686e+09
mexp_no_blas, 2, 8.26381e+09
mexp_no_blas, 1, 8.1471e+09
