Function_name, Return_value, Cycles
mexp_no_blas, 6, 9.28743e+07
mexp_no_blas, 5, 9.30004e+07
mexp_no_blas, 4, 9.29156e+07
mexp_no_blas, 3, 7.84594e+07
mexp_no_blas, 2, 7.27108e+07
mexp_no_blas, 1, 6.80813e+07
