Function_name, Return_value, Error, Cycles
mexp, 6, 1.65008e-15, 248745
mexp, 5, 2.48465e-15, 356966
mexp, 4, 4.33949e-16, 301413
mexp, 3, 7.17795e-16, 200308
mexp, 2, 1.07096e-15, 155129
mexp, 1, 8.88151e-16, 107321
