Function_name, Return_value, Error, Cycles
mexp, 6, 2.98215e-14, 4.12087e+10
mexp, 5, 1.01041e-15, 3.70455e+10
mexp, 4, 2.9846e-15, 3.85734e+10
mexp, 3, 7.42822e-15, 3.36043e+10
mexp, 2, 8.1608e-15, 3.35413e+10
mexp, 1, 7.99334e-15, 3.22116e+10
