Function_name, Return_value, Error, Cycles
mexp, 6, 1.71356e-15, 84637.7
mexp, 5, 5.12981e-16, 91210
mexp, 4, 2.73044e-16, 113437
mexp, 3, 2.67837e-16, 71763.4
mexp, 2, 6.45224e-16, 38801.3
mexp, 1, 4.44075e-16, 31664.7
