Function_name, Return_value, Error, Cycles
mexp, 6, 9.3438e-16, 237434
mexp, 5, 2.54369e-15, 335843
mexp, 4, 4.65079e-16, 279095
mexp, 3, 7.19837e-16, 182751
mexp, 2, 1.07148e-15, 139062
mexp, 1, 8.88151e-16, 93628.2
