Function_name, Return_value, Error, Cycles
mexp, 6, 1.56343e-14, 4.90037e+09
mexp, 5, 3.48706e-15, 4.41714e+09
mexp, 4, 2.30111e-15, 4.48727e+09
mexp, 3, 4.74892e-15, 4.34803e+09
mexp, 2, 5.79591e-15, 4.23453e+09
mexp, 1, 5.77297e-15, 4.10337e+09
