Function_name, Return_value, Error, Cycles
mexp, 6, 1.17832e-14, 74898.6
mexp, 5, 8.9267e-16, 77696
mexp, 4, 2.94378e-16, 72893.8
mexp, 3, 8.40445e-17, 47844.5
mexp, 2, 6.62111e-18, 35900.1
mexp, 1, 2.22038e-16, 28641.8
