Function_name, Return_value, Error, Cycles
mexp, 6, 1.93333e-15, 110209
mexp, 5, 1.58106e-15, 143476
mexp, 4, 2.46239e-16, 147724
mexp, 3, 3.67197e-16, 95037
mexp, 2, 6.39085e-16, 52887.2
mexp, 1, 4.44076e-16, 42642.1
