Function_name, Return_value, Error, Cycles
mexp, 6, 6.48171e-15, 3.8255e+07
mexp, 5, 8.61543e-15, 3.6674e+07
mexp, 4, 7.63003e-16, 2.88343e+07
mexp, 3, 2.00719e-15, 2.40149e+07
mexp, 2, 1.08598e-15, 2.11853e+07
mexp, 1, 1.33224e-15, 1.81185e+07
