Function_name, Return_value, Error, Cycles
mexp, 6, 2.79424e-15, 32713.7
mexp, 5, 2.49003e-15, 38786.4
mexp, 4, 2.49601e-16, 27494.9
mexp, 3, 4.10719e-16, 21854.2
mexp, 2, 2.17085e-16, 19514.1
mexp, 1, 3.33058e-16, 17037
