Function_name, Return_value, Error, Cycles
mexp, 6, 1.86216e-14, 2.27861e+09
mexp, 5, 2.89216e-13, 2.13742e+09
mexp, 4, 1.42107e-15, 1.70151e+09
mexp, 3, 2.78291e-15, 1.3761e+09
mexp, 2, 1.95438e-15, 1.21993e+09
mexp, 1, 1.99836e-15, 1.06452e+09
