Function_name, Return_value, Error, Cycles
mexp, 6, 4.40267e-15, 9.22962e+06
mexp, 5, 5.63573e-16, 8.72466e+06
mexp, 4, 6.62167e-16, 7.79045e+06
mexp, 3, 1.65203e-15, 7.51068e+06
mexp, 2, 2.05622e-15, 7.26872e+06
mexp, 1, 1.55428e-15, 6.48835e+06
