Function_name, Return_value, Error, Cycles
mexp, 6, 1.13586e-15, 37130.4
mexp, 5, 2.9333e-15, 43442.6
mexp, 4, 3.23557e-16, 32024.1
mexp, 3, 4.9679e-16, 28086.7
mexp, 2, 4.32932e-16, 24365.9
mexp, 1, 4.44074e-16, 22104
