Function_name, Return_value, Error, Cycles
mexp, 6, 2.94056e-14, 8.63382e+09
mexp, 5, 2.89298e-13, 9.58023e+09
mexp, 4, 2.55775e-15, 9.16281e+09
mexp, 3, 6.91189e-15, 7.77872e+09
mexp, 2, 4.99185e-15, 7.78674e+09
mexp, 1, 6.43915e-15, 7.639e+09
