Function_name, Return_value, Error, Cycles
mexp, 6, 2.97406e-15, 1.10871e+06
mexp, 5, 5.30301e-15, 1.15708e+06
mexp, 4, 4.98601e-16, 968314
mexp, 3, 9.40203e-16, 829780
mexp, 2, 7.55022e-16, 834465
mexp, 1, 1.33223e-15, 750186
