Function_name, Return_value, Error, Cycles
mexp, 6, 1.73574e-15, 159290
mexp, 5, 2.67653e-15, 172348
mexp, 4, 3.78782e-16, 135843
mexp, 3, 5.65013e-16, 119530
mexp, 2, 6.44374e-16, 108484
mexp, 1, 8.88155e-16, 101011
