Function_name, Return_value, Error, Cycles
mexp, 6, 1.32824e-15, 270945
mexp, 5, 2.85763e-15, 293625
mexp, 4, 4.13677e-16, 308609
mexp, 3, 5.87773e-16, 189891
mexp, 2, 6.44763e-16, 153872
mexp, 1, 8.88155e-16, 133150
