Function_name, Return_value, Error, Cycles
mexp, 6, 1.79797e-14, 1.0752e+10
mexp, 5, 3.58001e-15, 1.00226e+10
mexp, 4, 2.55507e-15, 1.02758e+10
mexp, 3, 6.91042e-15, 9.78304e+09
mexp, 2, 4.99188e-15, 9.3842e+09
mexp, 1, 6.43915e-15, 9.1115e+09
