Function_name, Return_value, Error, Cycles
mexp, 6, 2.62694e-14, 1.3738e+11
mexp, 5, 1.42184e-15, 1.35324e+11
mexp, 4, 3.85773e-15, 1.36843e+11
mexp, 3, 1.02077e-14, 1.34596e+11
mexp, 2, 7.49639e-15, 1.3068e+11
mexp, 1, 1.04359e-14, 1.28842e+11
