Function_name, Return_value, Error, Cycles
mexp, 6, 4.43478e-15, 1.03117e+08
mexp, 5, 7.95779e-16, 9.8319e+07
mexp, 4, 1.46907e-15, 9.98596e+07
mexp, 3, 3.61465e-15, 8.51981e+07
mexp, 2, 2.1658e-15, 7.45995e+07
mexp, 1, 2.8865e-15, 7.04824e+07
