Function_name, Return_value, Error, Cycles
mexp, 6, 1.98887e-15, 1.87675e+06
mexp, 5, 4.8744e-15, 1.86688e+06
mexp, 4, 5.24791e-16, 1.82064e+06
mexp, 3, 9.45178e-16, 1.23881e+06
mexp, 2, 8.6191e-16, 981724
mexp, 1, 1.33223e-15, 862691
