Function_name, Return_value, Error, Cycles
mexp, 6, 9.66801e-15, 28224.9
mexp, 5, 8.9267e-16, 29448.7
mexp, 4, 2.20783e-16, 26512.1
mexp, 3, 2.22573e-16, 20087.9
mexp, 2, 2.18911e-16, 13957.6
mexp, 1, 2.22036e-16, 12995.7
