Function_name, Return_value, Cycles
mexp_no_blas, 6, 5.72527e+06
mexp_no_blas, 5, 7.99539e+06
mexp_no_blas, 4, 5.72665e+06
mexp_no_blas, 3, 4.07455e+06
mexp_no_blas, 2, 3.52496e+06
mexp_no_blas, 1, 3.20301e+06
