Function_name, Return_value, Cycles
mexp_no_blas, 6, 212256
mexp_no_blas, 5, 233959
mexp_no_blas, 4, 212446
mexp_no_blas, 3, 104280
mexp_no_blas, 2, 64936.8
mexp_no_blas, 1, 38227
