Function_name, Return_value, Cycles
mexp_no_blas, 6, 157121
mexp_no_blas, 5, 162082
mexp_no_blas, 4, 162553
mexp_no_blas, 3, 76447.3
mexp_no_blas, 2, 45097.2
mexp_no_blas, 1, 24585.7
