Function_name, Return_value, Cycles
mexp_no_blas, 0, 123329
mexp_no_blas, 0, 122510
mexp_no_blas, 0, 122626
mexp_no_blas, 0, 122558
mexp_no_blas, 0, 122423
mexp_no_blas, 0, 122558
