Function_name, Return_value, Cycles
mexp_no_blas, 0, 3.02902e+08
mexp_no_blas, 0, 3.02331e+08
mexp_no_blas, 0, 3.02789e+08
mexp_no_blas, 0, 3.03017e+08
mexp_no_blas, 0, 3.07224e+08
mexp_no_blas, 0, 3.04797e+08
