Function_name, Return_value, Cycles
mexp_no_blas, 0, 7855.29
mexp_no_blas, 0, 7546.94
mexp_no_blas, 0, 7576.86
mexp_no_blas, 0, 7534.13
mexp_no_blas, 0, 7612.48
mexp_no_blas, 0, 7551.75
