Function_name, Return_value, Error, Cycles
mexp, 6, 9.86684e-15, 4.49879e+08
mexp, 5, 1.13187e-15, 4.44804e+08
mexp, 4, 1.49688e-15, 3.95774e+08
mexp, 3, 3.52232e-15, 3.57906e+08
mexp, 2, 4.83584e-15, 3.38369e+08
mexp, 1, 3.99667e-15, 3.1835e+08
