Function_name, Return_value, Error, Cycles
mexp, 6, 1.65008e-15, 154656
mexp, 5, 2.76565e-15, 166302
mexp, 4, 4.33949e-16, 127433
mexp, 3, 7.17795e-16, 101523
mexp, 2, 1.07096e-15, 91918
mexp, 1, 8.88151e-16, 81527.6
