Function_name, Return_value, Error, Cycles
mexp, 6, 5.66942e-15, 5.84392e+07
mexp, 5, 8.52823e-15, 5.80123e+07
mexp, 4, 1.01009e-15, 5.11141e+07
mexp, 3, 2.46509e-15, 4.66411e+07
mexp, 2, 3.43093e-15, 4.3676e+07
mexp, 1, 3.10853e-15, 4.0534e+07
