Function_name, Return_value, Error, Cycles
mexp, 6, 2.98215e-14, 4.46211e+10
mexp, 5, 4.14081e-15, 4.28303e+10
mexp, 4, 2.9846e-15, 4.10206e+10
mexp, 2, 6.2745e-15, 3.79852e+10
mexp, 2, 8.1608e-15, 3.80273e+10
mexp, 1, 7.99334e-15, 3.68347e+10
