Function_name, Return_value, Cycles
mexp_no_blas, 1, 164737
mexp_no_blas, 1, 142930
mexp_no_blas, 1, 134552
mexp_no_blas, 1, 135372
mexp_no_blas, 1, 132739
mexp_no_blas, 1, 132933
