Function_name, Return_value, Cycles
mexp_no_blas, 0, 7546.61
mexp_no_blas, 0, 6967.27
mexp_no_blas, 0, 7447.15
mexp_no_blas, 0, 7433.11
mexp_no_blas, 0, 7394.44
mexp_no_blas, 0, 7398.54
