Function_name, Return_value, Cycles
mexp_no_blas, 6, 4.4397e+07
mexp_no_blas, 5, 4.02488e+07
mexp_no_blas, 4, 4.44782e+07
mexp_no_blas, 3, 3.35037e+07
mexp_no_blas, 2, 2.98836e+07
mexp_no_blas, 1, 2.74537e+07
