Function_name, Return_value, Cycles
mexp_no_blas, 6, 210529
mexp_no_blas, 5, 232511
mexp_no_blas, 4, 210788
mexp_no_blas, 3, 103620
mexp_no_blas, 2, 64205.2
mexp_no_blas, 1, 38263.7
