Function_name, Return_value, Cycles
mexp_no_blas, 6, 171626
mexp_no_blas, 5, 172831
mexp_no_blas, 4, 170776
mexp_no_blas, 3, 80392.6
mexp_no_blas, 2, 48231.3
mexp_no_blas, 1, 27291.1
