Function_name, Return_value, Cycles
mexp_no_blas, 0, 473.231
mexp_no_blas, 0, 474.644
mexp_no_blas, 0, 498.169
mexp_no_blas, 0, 473.676
mexp_no_blas, 0, 473.212
mexp_no_blas, 0, 474.285
