Function_name, Return_value, Cycles
mexp_no_blas, 0, 8823.97
mexp_no_blas, 0, 7966.32
mexp_no_blas, 0, 8480.95
mexp_no_blas, 0, 8464.73
mexp_no_blas, 0, 8463.31
mexp_no_blas, 0, 8457.51
