Function_name, Return_value, Error, Cycles
mexp, 6, 6.78539e-15, 77705.6
mexp, 5, 6.49214e-16, 81157
mexp, 4, 3.43441e-16, 74646.5
mexp, 3, 8.34649e-17, 49891.2
mexp, 2, 1.06972e-16, 37430.1
mexp, 1, 2.22038e-16, 30013.9
