Function_name, Return_value, Cycles
mexp_no_blas, 6, 2.74449e+08
mexp_no_blas, 5, 2.70837e+08
mexp_no_blas, 4, 2.67717e+08
mexp_no_blas, 3, 2.33953e+08
mexp_no_blas, 2, 2.23052e+08
mexp_no_blas, 1, 2.18518e+08
