Function_name, Return_value, Cycles
mexp_no_blas, 6, 709202
mexp_no_blas, 5, 735984
mexp_no_blas, 4, 707745
mexp_no_blas, 3, 671737
mexp_no_blas, 2, 670870
mexp_no_blas, 1, 663493
