Function_name, Return_value, Cycles
mexp_no_blas, 6, 23639.9
mexp_no_blas, 5, 29382.1
mexp_no_blas, 4, 23153.1
mexp_no_blas, 3, 20419.1
mexp_no_blas, 2, 19490.8
mexp_no_blas, 1, 19309.7
