Function_name, Return_value, Error, Cycles
mexp, 6, 8.76512e-15, 8.93037e+08
mexp, 5, 9.51482e-16, 8.5619e+08
mexp, 4, 1.7482e-15, 8.75131e+08
mexp, 3, 4.24672e-15, 7.83932e+08
mexp, 2, 2.82768e-15, 7.24523e+08
mexp, 1, 3.55263e-15, 7.09022e+08
