Function_name, Return_value, Error, Cycles
mexp, 6, 8.53556e-15, 23739.1
mexp, 5, 6.8979e-16, 24746.8
mexp, 4, 1.47189e-16, 21936
mexp, 3, 2.04025e-16, 16789.2
mexp, 2, 2.156e-16, 12270.2
mexp, 1, 2.22036e-16, 10997.6
